memberStateCode,memberStateName,beginDate,endDate,weekNumber,price,unit,productName,marketName,stageName
AT,Austria,13/12/2021,19/12/2021,25,"€246,50",TONNES,Feed barley,Wien,Departure from silo - after some storage - on truck or other transport means
AT,Austria,13/12/2021,19/12/2021,25,"€310,00",TONNES,Milling wheat,Wels,Departure from silo - after some storage - on truck or other transport means
AT,Austria,13/12/2021,19/12/2021,25,"€250,00",TONNES,Maize,Wien,Departure from silo - after some storage - on truck or other transport means
AT,Austria,13/12/2021,19/12/2021,25,"€275,00",TONNES,Feed wheat,Wels,Departure from silo - after some storage - on truck or other transport means
AT,Austria,13/12/2021,19/12/2021,25,"€322,50",TONNES,Milling wheat,Wien,Departure from silo - after some storage - on truck or other transport means
AT,Austria,13/12/2021,19/12/2021,25,"€250,00",TONNES,Feed barley,Wels,Departure from silo - after some storage - on truck or other transport means
BE,Belgium,13/12/2021,19/12/2021,25,"€263,00",TONNES,Maize,Brussel - Bruxelles,Departure from farm or from production area - on truck or other transport means
BG,Bulgaria,13/12/2021,19/12/2021,25,"€247,98",TONNES,Maize,Pleven,Departure from farm or from production area - on truck or other transport means
BG,Bulgaria,13/12/2021,19/12/2021,25,"€224,97",TONNES,Feed barley,Burgas,Departure from farm or from production area - on truck or other transport means
HR,Croatia,13/12/2021,19/12/2021,25,"€222,03",TONNES,Maize,Zagreb Depsilo,Departure from silo - after some storage - on truck or other transport means
HR,Croatia,13/12/2021,19/12/2021,25,"€264,58",TONNES,Milling wheat,Zagreb Depsilo,Departure from silo - after some storage - on truck or other transport means
CZ,Czechia,13/12/2021,19/12/2021,25,"€255,25",TONNES,Milling wheat,Praha (Delivered),Deliver to first customer - silo or processing plant - on truck or other transport means
FI,Finland,13/12/2021,19/12/2021,25,"€282,00",TONNES,Milling wheat,Naantali,Delivered to port - grain delivered to a port silo by train or truck or barge
FI,Finland,13/12/2021,19/12/2021,25,"€287,00",TONNES,Feed oats,Seinäjoki,Deliver to first customer - silo or processing plant - on truck or other transport means
FI,Finland,13/12/2021,19/12/2021,25,"€310,00",TONNES,Malting barley,Naantali,Delivered to port - grain delivered to a port silo by train or truck or barge
FI,Finland,13/12/2021,19/12/2021,25,"€279,00",TONNES,Feed barley,Naantali,Delivered to port - grain delivered to a port silo by train or truck or barge
FR,France,13/12/2021,19/12/2021,25,"€258,65",TONNES,Feed barley,Rouen,Delivered to port - grain delivered to a port silo by train or truck or barge
FR,France,13/12/2021,19/12/2021,25,"€281,65",TONNES,Milling wheat,La Pallice,Delivered to port - grain delivered to a port silo by train or truck or barge
FR,France,13/12/2021,19/12/2021,25,"€282,65",TONNES,Milling wheat,Rouen,Delivered to port - grain delivered to a port silo by train or truck or barge
DE,Germany,13/12/2021,19/12/2021,25,"€293,00",TONNES,Milling wheat,Hamburg,Departure from silo - after some storage - on truck or other transport means
DE,Germany,13/12/2021,19/12/2021,25,"€269,00",TONNES,Milling rye,Hamburg,Departure from silo - after some storage - on truck or other transport means
DE,Germany,13/12/2021,19/12/2021,25,"€286,00",TONNES,Feed wheat,Hamburg,Departure from silo - after some storage - on truck or other transport means
DE,Germany,13/12/2021,19/12/2021,25,"€259,00",TONNES,Feed barley,Hamburg,Departure from silo - after some storage - on truck or other transport means
HU,Hungary,13/12/2021,19/12/2021,25,"€253,02",TONNES,Maize,Budapest,"Delivered to a port silo, by train or truck or barge - grain exchange quotation"
IE,Ireland,13/12/2021,19/12/2021,25,"€308,00",TONNES,Feed wheat,Dublin/North East/Midlands,Deliver to first customer - silo or processing plant - on truck or other transport means
IE,Ireland,13/12/2021,19/12/2021,25,"€305,00",TONNES,Feed barley,Dublin/North East/Midlands,Deliver to first customer - silo or processing plant - on truck or other transport means
IT,Italy,13/12/2021,19/12/2021,25,"€527,50",TONNES,Durum wheat,Bologna,Deliver to first customer - silo or processing plant - on truck or other transport means
IT,Italy,13/12/2021,19/12/2021,25,"€281,00",TONNES,Maize,Bologna,Deliver to first customer - silo or processing plant - on truck or other transport means
IT,Italy,13/12/2021,19/12/2021,25,"€303,00",TONNES,Feed barley,Bologna,Deliver to first customer - silo or processing plant - on truck or other transport means
IT,Italy,13/12/2021,19/12/2021,25,"€323,00",TONNES,Milling wheat,Bologna,Deliver to first customer - silo or processing plant - on truck or other transport means
LT,Lithuania,13/12/2021,19/12/2021,25,"€211,98",TONNES,Feed wheat,Vilnius,Deliver to first customer - silo or processing plant - on truck or other transport means
LT,Lithuania,13/12/2021,19/12/2021,25,"€258,71",TONNES,Feed barley,Vilnius,Deliver to first customer - silo or processing plant - on truck or other transport means
LT,Lithuania,13/12/2021,19/12/2021,25,"€261,17",TONNES,Milling wheat,Vilnius,Deliver to first customer - silo or processing plant - on truck or other transport means
NL,Netherlands,13/12/2021,19/12/2021,25,"€289,00",TONNES,Feed wheat,Rotterdam,"Cost, Insurance and Freight - Incoterm"
NL,Netherlands,13/12/2021,19/12/2021,25,"€273,00",TONNES,Maize,Rotterdam,"Cost, Insurance and Freight - Incoterm"
NL,Netherlands,13/12/2021,19/12/2021,25,"€277,00",TONNES,Feed barley,Rotterdam,"Cost, Insurance and Freight - Incoterm"
PL,Poland,13/12/2021,19/12/2021,25,"€270,96",TONNES,Malting barley,National average,Deliver to first customer - silo or processing plant - on truck or other transport means
PL,Poland,13/12/2021,19/12/2021,25,"€230,23",TONNES,Feed rye,National average,Deliver to first customer - silo or processing plant - on truck or other transport means
PL,Poland,13/12/2021,19/12/2021,25,"€242,32",TONNES,Milling rye,National average,Deliver to first customer - silo or processing plant - on truck or other transport means
PL,Poland,13/12/2021,19/12/2021,25,"€243,14",TONNES,Feed barley,National average,Deliver to first customer - silo or processing plant - on truck or other transport means
PL,Poland,13/12/2021,19/12/2021,25,"€275,14",TONNES,Feed wheat,National average,Deliver to first customer - silo or processing plant - on truck or other transport means
PL,Poland,13/12/2021,19/12/2021,25,"€283,87",TONNES,Milling wheat,National average,Deliver to first customer - silo or processing plant - on truck or other transport means
PL,Poland,13/12/2021,19/12/2021,25,"€228,56",TONNES,Maize,National average,Deliver to first customer - silo or processing plant - on truck or other transport means
PL,Poland,13/12/2021,19/12/2021,25,"€260,25",TONNES,Triticale,National average,Deliver to first customer - silo or processing plant - on truck or other transport means
PT,Portugal,13/12/2021,19/12/2021,25,"€305,00",TONNES,Feed barley,Lisboa,"Shipped to the place (port), unloaded, on truck leaving port"
PT,Portugal,13/12/2021,19/12/2021,25,"€305,00",TONNES,Feed wheat,Lisboa,"Shipped to the place (port), unloaded, on truck leaving port"
PT,Portugal,13/12/2021,19/12/2021,25,"€275,00",TONNES,Maize,Lisboa,"Shipped to the place (port), unloaded, on truck leaving port"
RO,Romania,13/12/2021,19/12/2021,25,"€209,11",TONNES,Maize,Oltenia,Departure from silo - after some storage - on truck or other transport means
RO,Romania,13/12/2021,19/12/2021,25,"€251,13",TONNES,Maize,Constanta,Free On Board - Incoterm
RO,Romania,13/12/2021,19/12/2021,25,"€254,56",TONNES,Milling wheat,Banat,Departure from silo - after some storage - on truck or other transport means
RO,Romania,13/12/2021,19/12/2021,25,"€257,39",TONNES,Feed wheat,Oltenia,Departure from silo - after some storage - on truck or other transport means
RO,Romania,13/12/2021,19/12/2021,25,"€232,34",TONNES,Feed barley,Muntenia,Departure from silo - after some storage - on truck or other transport means
RO,Romania,13/12/2021,19/12/2021,25,"€248,70",TONNES,Milling wheat,Constanta,Free On Board - Incoterm
SK,Slovakia,13/12/2021,19/12/2021,25,"€200,24",TONNES,Maize,Bratislava,Departure from farm or from production area - on truck or other transport means
SK,Slovakia,13/12/2021,19/12/2021,25,"€231,23",TONNES,Milling wheat,Bratislava,Departure from farm or from production area - on truck or other transport means
SI,Slovenia,13/12/2021,19/12/2021,25,"€300,00",TONNES,Milling wheat,Ljubljana,Deliver to first customer - silo or processing plant - on truck or other transport means
SI,Slovenia,13/12/2021,19/12/2021,25,"€255,19",TONNES,Maize,Ljubljana,Deliver to first customer - silo or processing plant - on truck or other transport means
ES,Spain,13/12/2021,19/12/2021,25,"€297,00",TONNES,Malting barley,Navarra,Departure from silo - after some storage - on truck or other transport means
ES,Spain,13/12/2021,19/12/2021,25,"€540,00",TONNES,Durum wheat,Sevilla,Departure from silo - after some storage - on truck or other transport means
ES,Spain,13/12/2021,19/12/2021,25,"€287,20",TONNES,Milling wheat,Burgos,Departure from silo - after some storage - on truck or other transport means
ES,Spain,13/12/2021,19/12/2021,25,"€274,40",TONNES,Maize,Leon,Departure from silo - after some storage - on truck or other transport means
ES,Spain,13/12/2021,19/12/2021,25,"€292,00",TONNES,Feed barley,Valladolid,Departure from silo - after some storage - on truck or other transport means
SE,Sweden,13/12/2021,19/12/2021,25,"€274,01",TONNES,Milling wheat,Södra Sverige,Free On Board - Incoterm
AT,Austria,01/11/2021,07/11/2021,19,"€247,00",TONNES,Maize,Wien,Departure from silo - after some storage - on truck or other transport means
BE,Belgium,01/11/2021,07/11/2021,19,"€284,00",TONNES,Maize,Brussel - Bruxelles,Departure from farm or from production area - on truck or other transport means
BG,Bulgaria,01/11/2021,07/11/2021,19,"€268,43",TONNES,Milling wheat,Dobrich,Departure from farm or from production area - on truck or other transport means
BG,Bulgaria,01/11/2021,07/11/2021,19,"€258,21",TONNES,Feed wheat,Dobrich,Departure from farm or from production area - on truck or other transport means
BG,Bulgaria,01/11/2021,07/11/2021,19,"€224,97",TONNES,Feed barley,Burgas,Departure from farm or from production area - on truck or other transport means
BG,Bulgaria,01/11/2021,07/11/2021,19,"€250,54",TONNES,Maize,Pleven,Departure from farm or from production area - on truck or other transport means
HR,Croatia,01/11/2021,07/11/2021,19,"€206,02",TONNES,Maize,Zagreb Depsilo,Departure from silo - after some storage - on truck or other transport means
HR,Croatia,01/11/2021,07/11/2021,19,"€256,52",TONNES,Milling wheat,Zagreb Depsilo,Departure from silo - after some storage - on truck or other transport means
CZ,Czechia,01/11/2021,07/11/2021,19,"€234,76",TONNES,Milling wheat,Praha (Delivered),Deliver to first customer - silo or processing plant - on truck or other transport means
FI,Finland,01/11/2021,07/11/2021,19,"€231,00",TONNES,Feed oats,Seinäjoki,Deliver to first customer - silo or processing plant - on truck or other transport means
FI,Finland,01/11/2021,07/11/2021,19,"€265,00",TONNES,Malting barley,Naantali,Delivered to port - grain delivered to a port silo by train or truck or barge
FI,Finland,01/11/2021,07/11/2021,19,"€250,00",TONNES,Milling wheat,Naantali,Delivered to port - grain delivered to a port silo by train or truck or barge
FI,Finland,01/11/2021,07/11/2021,19,"€232,00",TONNES,Feed barley,Naantali,Delivered to port - grain delivered to a port silo by train or truck or barge
FR,France,01/11/2021,07/11/2021,19,"€257,72",TONNES,Feed barley,Rouen,Delivered to port - grain delivered to a port silo by train or truck or barge
FR,France,01/11/2021,07/11/2021,19,"€282,97",TONNES,Milling wheat,La Pallice,Delivered to port - grain delivered to a port silo by train or truck or barge
FR,France,01/11/2021,07/11/2021,19,"€282,47",TONNES,Milling wheat,Rouen,Delivered to port - grain delivered to a port silo by train or truck or barge
