memberStateCode,memberStateName,beginDate,endDate,weekNumber,price,unit,pigClass
AT,Austria,03/12/2018,09/12/2018,49,"€149,23",100 KG,Average S + E
AT,Austria,03/12/2018,09/12/2018,49,"€141,28",100 KG,E
AT,Austria,03/12/2018,09/12/2018,49,"€153,24",100 KG,S
BE,Belgium,03/12/2018,09/12/2018,49,"€112,34",100 KG,Average S + E
BE,Belgium,03/12/2018,09/12/2018,49,"€105,60",100 KG,E
BE,Belgium,03/12/2018,09/12/2018,49,"€113,40",100 KG,S
BE,Belgium,03/12/2018,09/12/2018,49,"€33,00",P,Piglet
BG,Bulgaria,03/12/2018,09/12/2018,49,"€175,67",100 KG,Average S + E
BG,Bulgaria,03/12/2018,09/12/2018,49,"€175,67",100 KG,E
HR,Croatia,03/12/2018,09/12/2018,49,"€41,77",P,Piglet
HR,Croatia,03/12/2018,09/12/2018,49,"€144,36",100 KG,S
HR,Croatia,03/12/2018,09/12/2018,49,"€143,41",100 KG,E
HR,Croatia,03/12/2018,09/12/2018,49,"€143,78",100 KG,Average S + E
CY,Cyprus,03/12/2018,09/12/2018,49,"€162,02",100 KG,E
CY,Cyprus,03/12/2018,09/12/2018,49,"€162,02",100 KG,Average S + E
CZ,Czechia,03/12/2018,09/12/2018,49,"€136,36",100 KG,E
CZ,Czechia,03/12/2018,09/12/2018,49,"€139,76",100 KG,S
CZ,Czechia,03/12/2018,09/12/2018,49,"€137,66",100 KG,Average S + E
DK,Denmark,03/12/2018,09/12/2018,49,"€133,11",100 KG,Average S + E
DK,Denmark,03/12/2018,09/12/2018,49,"€129,70",100 KG,E
DK,Denmark,03/12/2018,09/12/2018,49,"€42,48",P,Piglet
DK,Denmark,03/12/2018,09/12/2018,49,"€134,93",100 KG,S
EU+UK,EU + UK,03/12/2018,09/12/2018,49,"€154,15",100 KG,R
EU+UK,EU + UK,03/12/2018,09/12/2018,49,"€38,60",P,Piglet
EU+UK,EU + UK,03/12/2018,09/12/2018,49,"€135,62",100 KG,E
EU+UK,EU + UK,03/12/2018,09/12/2018,49,"€136,55",100 KG,Average S + E
EU+UK,EU + UK,03/12/2018,09/12/2018,49,"€137,08",100 KG,S
EE,Estonia,03/12/2018,09/12/2018,49,"€149,95",100 KG,Average S + E
EE,Estonia,03/12/2018,09/12/2018,49,"€152,31",100 KG,S
EE,Estonia,03/12/2018,09/12/2018,49,"€34,01",P,Piglet
EE,Estonia,03/12/2018,09/12/2018,49,"€147,11",100 KG,E
EU,European Union,03/12/2018,09/12/2018,49,"€134,89",100 KG,E
EU,European Union,03/12/2018,09/12/2018,49,"€135,37",100 KG,Average S + E
EU,European Union,03/12/2018,09/12/2018,49,"€38,25",P,Piglet
