memberStateCode,memberStateName,beginDate,endDate,weekNumber,price,unit,pigClass
PL,Poland,30/11/2009,06/12/2009,49,"€127,84",100 KG,E
PL,Poland,30/11/2009,06/12/2009,49,"€38,01",P,Piglet
PT,Portugal,30/11/2009,06/12/2009,49,"€141,00",100 KG,E
PT,Portugal,30/11/2009,06/12/2009,49,"€141,00",100 KG,Average S + E
PT,Portugal,30/11/2009,06/12/2009,49,"€32,00",P,Piglet
RO,Romania,30/11/2009,06/12/2009,49,"€156,21",100 KG,E
RO,Romania,30/11/2009,06/12/2009,49,"€156,21",100 KG,Average S + E
SK,Slovakia,30/11/2009,06/12/2009,49,"€49,09",P,Piglet
SK,Slovakia,30/11/2009,06/12/2009,49,"€144,26",100 KG,E
SK,Slovakia,30/11/2009,06/12/2009,49,"€144,26",100 KG,Average S + E
SI,Slovenia,30/11/2009,06/12/2009,49,"€133,56",100 KG,E
SI,Slovenia,30/11/2009,06/12/2009,49,"€133,56",100 KG,Average S + E
ES,Spain,30/11/2009,06/12/2009,49,"€135,16",100 KG,E
ES,Spain,30/11/2009,06/12/2009,49,"€135,16",100 KG,Average S + E
ES,Spain,30/11/2009,06/12/2009,49,"€38,25",P,Piglet
SE,Sweden,30/11/2009,06/12/2009,49,"€144,90",100 KG,Average S + E
SE,Sweden,30/11/2009,06/12/2009,49,"€144,90",100 KG,E
SE,Sweden,30/11/2009,06/12/2009,49,"€57,73",P,Piglet
UK,UK up to 01/02/2020,30/11/2009,06/12/2009,49,"€52,82",P,Piglet
UK,UK up to 01/02/2020,30/11/2009,06/12/2009,49,"€148,57",100 KG,Average S + E
UK,UK up to 01/02/2020,30/11/2009,06/12/2009,49,"€148,57",100 KG,E
AT,Austria,19/10/2009,25/10/2009,43,"€131,11",100 KG,Average S + E
AT,Austria,19/10/2009,25/10/2009,43,"€131,11",100 KG,E
BE,Belgium,19/10/2009,25/10/2009,43,"€125,70",100 KG,E
BE,Belgium,19/10/2009,25/10/2009,43,"€125,70",100 KG,Average S + E
BE,Belgium,19/10/2009,25/10/2009,43,"€34,00",P,Piglet
BG,Bulgaria,19/10/2009,25/10/2009,43,"€174,45",100 KG,E
BG,Bulgaria,19/10/2009,25/10/2009,43,"€174,45",100 KG,Average S + E
CY,Cyprus,19/10/2009,25/10/2009,43,"€162,00",100 KG,E
CY,Cyprus,19/10/2009,25/10/2009,43,"€162,00",100 KG,Average S + E
CZ,Czechia,19/10/2009,25/10/2009,43,"€59,01",P,Piglet
CZ,Czechia,19/10/2009,25/10/2009,43,"€143,38",100 KG,E
CZ,Czechia,19/10/2009,25/10/2009,43,"€143,38",100 KG,Average S + E
DK,Denmark,19/10/2009,25/10/2009,43,"€116,88",100 KG,Average S + E
DK,Denmark,19/10/2009,25/10/2009,43,"€36,94",P,Piglet
DK,Denmark,19/10/2009,25/10/2009,43,"€116,88",100 KG,E
EU+UK,EU + UK,19/10/2009,25/10/2009,43,"€133,61",100 KG,Average S + E
EU+UK,EU + UK,19/10/2009,25/10/2009,43,"€133,61",100 KG,E
EU+UK,EU + UK,19/10/2009,25/10/2009,43,"€38,02",P,Piglet
EE,Estonia,19/10/2009,25/10/2009,43,"€38,67",P,Piglet
EE,Estonia,19/10/2009,25/10/2009,43,"€147,88",100 KG,E
EE,Estonia,19/10/2009,25/10/2009,43,"€147,88",100 KG,Average S + E
EU,European Union,19/10/2009,25/10/2009,43,"€132,99",100 KG,E
EU,European Union,19/10/2009,25/10/2009,43,"€37,45",P,Piglet
EU,European Union,19/10/2009,25/10/2009,43,"€132,99",100 KG,Average S + E
FI,Finland,19/10/2009,25/10/2009,43,"€139,73",100 KG,Average S + E
FI,Finland,19/10/2009,25/10/2009,43,"€49,18",P,Piglet
FI,Finland,19/10/2009,25/10/2009,43,"€139,73",100 KG,E
FR,France,19/10/2009,25/10/2009,43,"€117,00",100 KG,E
FR,France,19/10/2009,25/10/2009,43,"€22,80",P,Piglet
FR,France,19/10/2009,25/10/2009,43,"€117,00",100 KG,Average S + E
DE,Germany,19/10/2009,25/10/2009,43,"€135,21",100 KG,Average S + E
DE,Germany,19/10/2009,25/10/2009,43,"€135,21",100 KG,E
DE,Germany,19/10/2009,25/10/2009,43,"€51,30",P,Piglet
EL,Greece,19/10/2009,25/10/2009,43,"€164,91",100 KG,Average S + E
EL,Greece,19/10/2009,25/10/2009,43,"€164,91",100 KG,E
HU,Hungary,19/10/2009,25/10/2009,43,"€30,07",P,Piglet
HU,Hungary,19/10/2009,25/10/2009,43,"€144,20",100 KG,E
HU,Hungary,19/10/2009,25/10/2009,43,"€144,20",100 KG,Average S + E
IE,Ireland,19/10/2009,25/10/2009,43,"€123,95",100 KG,E
IE,Ireland,19/10/2009,25/10/2009,43,"€123,95",100 KG,Average S + E
IT,Italy,19/10/2009,25/10/2009,43,"€52,73",P,Piglet
IT,Italy,19/10/2009,25/10/2009,43,"€163,72",100 KG,Average S + E
IT,Italy,19/10/2009,25/10/2009,43,"€163,72",100 KG,E
LV,Latvia,19/10/2009,25/10/2009,43,"€155,39",100 KG,Average S + E
LV,Latvia,19/10/2009,25/10/2009,43,"€155,39",100 KG,E
LT,Lithuania,19/10/2009,25/10/2009,43,"€152,74",100 KG,E
LT,Lithuania,19/10/2009,25/10/2009,43,"€152,74",100 KG,Average S + E
LU,Luxembourg,19/10/2009,25/10/2009,43,"€31,00",P,Piglet
LU,Luxembourg,19/10/2009,25/10/2009,43,"€138,20",100 KG,Average S + E
LU,Luxembourg,19/10/2009,25/10/2009,43,"€138,20",100 KG,E
MT,Malta,19/10/2009,25/10/2009,43,"€182,00",100 KG,E
MT,Malta,19/10/2009,25/10/2009,43,"€80,00",P,Piglet
MT,Malta,19/10/2009,25/10/2009,43,"€182,00",100 KG,Average S + E
NL,Netherlands,19/10/2009,25/10/2009,43,"€22,50",P,Piglet
NL,Netherlands,19/10/2009,25/10/2009,43,"€120,69",100 KG,E
NL,Netherlands,19/10/2009,25/10/2009,43,"€120,69",100 KG,Average S + E
PL,Poland,19/10/2009,25/10/2009,43,"€135,10",100 KG,Average S + E
PL,Poland,19/10/2009,25/10/2009,43,"€135,10",100 KG,E
PL,Poland,19/10/2009,25/10/2009,43,"€39,43",P,Piglet
PT,Portugal,19/10/2009,25/10/2009,43,"€134,00",100 KG,E
PT,Portugal,19/10/2009,25/10/2009,43,"€134,00",100 KG,Average S + E
PT,Portugal,19/10/2009,25/10/2009,43,"€32,00",P,Piglet
RO,Romania,19/10/2009,25/10/2009,43,"€157,49",100 KG,E
RO,Romania,19/10/2009,25/10/2009,43,"€157,49",100 KG,Average S + E
SK,Slovakia,19/10/2009,25/10/2009,43,"€61,83",P,Piglet
SK,Slovakia,19/10/2009,25/10/2009,43,"€147,27",100 KG,E
SK,Slovakia,19/10/2009,25/10/2009,43,"€147,27",100 KG,Average S + E
SI,Slovenia,19/10/2009,25/10/2009,43,"€134,41",100 KG,E
SI,Slovenia,19/10/2009,25/10/2009,43,"€134,41",100 KG,Average S + E
ES,Spain,19/10/2009,25/10/2009,43,"€128,88",100 KG,E
ES,Spain,19/10/2009,25/10/2009,43,"€128,88",100 KG,Average S + E
ES,Spain,19/10/2009,25/10/2009,43,"€29,50",P,Piglet
SE,Sweden,19/10/2009,25/10/2009,43,"€148,59",100 KG,Average S + E
SE,Sweden,19/10/2009,25/10/2009,43,"€148,59",100 KG,E
SE,Sweden,19/10/2009,25/10/2009,43,"€60,63",P,Piglet
UK,UK up to 01/02/2020,19/10/2009,25/10/2009,43,"€54,65",P,Piglet
UK,UK up to 01/02/2020,19/10/2009,25/10/2009,43,"€153,59",100 KG,Average S + E
UK,UK up to 01/02/2020,19/10/2009,25/10/2009,43,"€153,59",100 KG,E
AT,Austria,07/09/2009,13/09/2009,37,"€149,51",100 KG,Average S + E
AT,Austria,07/09/2009,13/09/2009,37,"€149,51",100 KG,E
BE,Belgium,07/09/2009,13/09/2009,37,"€140,10",100 KG,E
BE,Belgium,07/09/2009,13/09/2009,37,"€140,10",100 KG,Average S + E
BE,Belgium,07/09/2009,13/09/2009,37,"€41,00",P,Piglet
BG,Bulgaria,07/09/2009,13/09/2009,37,"€175,23",100 KG,E
BG,Bulgaria,07/09/2009,13/09/2009,37,"€175,23",100 KG,Average S + E
CY,Cyprus,07/09/2009,13/09/2009,37,"€167,00",100 KG,E
CY,Cyprus,07/09/2009,13/09/2009,37,"€167,00",100 KG,Average S + E
CZ,Czechia,07/09/2009,13/09/2009,37,"€50,97",P,Piglet
CZ,Czechia,07/09/2009,13/09/2009,37,"€163,58",100 KG,E
CZ,Czechia,07/09/2009,13/09/2009,37,"€163,58",100 KG,Average S + E
DK,Denmark,07/09/2009,13/09/2009,37,"€131,39",100 KG,Average S + E
DK,Denmark,07/09/2009,13/09/2009,37,"€40,71",P,Piglet
DK,Denmark,07/09/2009,13/09/2009,37,"€131,39",100 KG,E
EU+UK,EU + UK,07/09/2009,13/09/2009,37,"€151,27",100 KG,Average S + E
EU+UK,EU + UK,07/09/2009,13/09/2009,37,"€151,27",100 KG,E
EU+UK,EU + UK,07/09/2009,13/09/2009,37,"€40,59",P,Piglet
EE,Estonia,07/09/2009,13/09/2009,37,"€39,05",P,Piglet
EE,Estonia,07/09/2009,13/09/2009,37,"€154,42",100 KG,E
EE,Estonia,07/09/2009,13/09/2009,37,"€154,42",100 KG,Average S + E
EU,European Union,07/09/2009,13/09/2009,37,"€150,78",100 KG,E
EU,European Union,07/09/2009,13/09/2009,37,"€39,89",P,Piglet
EU,European Union,07/09/2009,13/09/2009,37,"€150,78",100 KG,Average S + E
FI,Finland,07/09/2009,13/09/2009,37,"€143,22",100 KG,Average S + E
FI,Finland,07/09/2009,13/09/2009,37,"€48,38",P,Piglet
FI,Finland,07/09/2009,13/09/2009,37,"€143,22",100 KG,E
FR,France,07/09/2009,13/09/2009,37,"€140,00",100 KG,E
FR,France,07/09/2009,13/09/2009,37,"€24,60",P,Piglet
FR,France,07/09/2009,13/09/2009,37,"€140,00",100 KG,Average S + E
DE,Germany,07/09/2009,13/09/2009,37,"€152,95",100 KG,Average S + E
DE,Germany,07/09/2009,13/09/2009,37,"€152,95",100 KG,E
DE,Germany,07/09/2009,13/09/2009,37,"€51,03",P,Piglet
EL,Greece,07/09/2009,13/09/2009,37,"€174,11",100 KG,Average S + E
EL,Greece,07/09/2009,13/09/2009,37,"€174,11",100 KG,E
HU,Hungary,07/09/2009,13/09/2009,37,"€42,20",P,Piglet
HU,Hungary,07/09/2009,13/09/2009,37,"€157,90",100 KG,E
HU,Hungary,07/09/2009,13/09/2009,37,"€157,90",100 KG,Average S + E
IE,Ireland,07/09/2009,13/09/2009,37,"€131,00",100 KG,E
IE,Ireland,07/09/2009,13/09/2009,37,"€131,00",100 KG,Average S + E
IT,Italy,07/09/2009,13/09/2009,37,"€53,03",P,Piglet
IT,Italy,07/09/2009,13/09/2009,37,"€172,10",100 KG,Average S + E
IT,Italy,07/09/2009,13/09/2009,37,"€172,10",100 KG,E
LV,Latvia,07/09/2009,13/09/2009,37,"€169,82",100 KG,E
LV,Latvia,07/09/2009,13/09/2009,37,"€169,82",100 KG,Average S + E
LT,Lithuania,07/09/2009,13/09/2009,37,"€159,89",100 KG,E
LT,Lithuania,07/09/2009,13/09/2009,37,"€159,89",100 KG,Average S + E
LU,Luxembourg,07/09/2009,13/09/2009,37,"€154,60",100 KG,E
LU,Luxembourg,07/09/2009,13/09/2009,37,"€31,80",P,Piglet
LU,Luxembourg,07/09/2009,13/09/2009,37,"€154,60",100 KG,Average S + E
MT,Malta,07/09/2009,13/09/2009,37,"€182,00",100 KG,Average S + E
MT,Malta,07/09/2009,13/09/2009,37,"€182,00",100 KG,E
MT,Malta,07/09/2009,13/09/2009,37,"€55,32",P,Piglet
NL,Netherlands,07/09/2009,13/09/2009,37,"€138,69",100 KG,Average S + E
NL,Netherlands,07/09/2009,13/09/2009,37,"€29,50",P,Piglet
NL,Netherlands,07/09/2009,13/09/2009,37,"€138,69",100 KG,E
PL,Poland,07/09/2009,13/09/2009,37,"€155,51",100 KG,E
PL,Poland,07/09/2009,13/09/2009,37,"€43,58",P,Piglet
PL,Poland,07/09/2009,13/09/2009,37,"€155,51",100 KG,Average S + E
PT,Portugal,07/09/2009,13/09/2009,37,"€160,00",100 KG,Average S + E
PT,Portugal,07/09/2009,13/09/2009,37,"€32,00",P,Piglet
PT,Portugal,07/09/2009,13/09/2009,37,"€160,00",100 KG,E
RO,Romania,07/09/2009,13/09/2009,37,"€167,74",100 KG,Average S + E
RO,Romania,07/09/2009,13/09/2009,37,"€167,74",100 KG,E
SK,Slovakia,07/09/2009,13/09/2009,37,"€163,11",100 KG,Average S + E
SK,Slovakia,07/09/2009,13/09/2009,37,"€45,67",P,Piglet
SK,Slovakia,07/09/2009,13/09/2009,37,"€163,11",100 KG,E
SI,Slovenia,07/09/2009,13/09/2009,37,"€149,49",100 KG,E
SI,Slovenia,07/09/2009,13/09/2009,37,"€149,49",100 KG,Average S + E
ES,Spain,07/09/2009,13/09/2009,37,"€32,06",P,Piglet
ES,Spain,07/09/2009,13/09/2009,37,"€153,41",100 KG,Average S + E
ES,Spain,07/09/2009,13/09/2009,37,"€153,41",100 KG,E
SE,Sweden,07/09/2009,13/09/2009,37,"€152,39",100 KG,Average S + E
SE,Sweden,07/09/2009,13/09/2009,37,"€152,39",100 KG,E
SE,Sweden,07/09/2009,13/09/2009,37,"€59,82",P,Piglet
UK,UK up to 01/02/2020,07/09/2009,13/09/2009,37,"€167,11",100 KG,E
UK,UK up to 01/02/2020,07/09/2009,13/09/2009,37,"€167,11",100 KG,Average S + E
UK,UK up to 01/02/2020,07/09/2009,13/09/2009,37,"€60,89",P,Piglet
AT,Austria,27/07/2009,02/08/2009,31,"€152,14",100 KG,Average S + E
AT,Austria,27/07/2009,02/08/2009,31,"€152,14",100 KG,E
BE,Belgium,27/07/2009,02/08/2009,31,"€144,70",100 KG,Average S + E
BE,Belgium,27/07/2009,02/08/2009,31,"€43,00",P,Piglet
BE,Belgium,27/07/2009,02/08/2009,31,"€144,70",100 KG,E
BG,Bulgaria,27/07/2009,02/08/2009,31,"€175,27",100 KG,E
BG,Bulgaria,27/07/2009,02/08/2009,31,"€175,27",100 KG,Average S + E
CY,Cyprus,27/07/2009,02/08/2009,31,"€165,00",100 KG,Average S + E
CY,Cyprus,27/07/2009,02/08/2009,31,"€165,00",100 KG,E
CZ,Czechia,27/07/2009,02/08/2009,31,"€165,45",100 KG,Average S + E
CZ,Czechia,27/07/2009,02/08/2009,31,"€165,45",100 KG,E
CZ,Czechia,27/07/2009,02/08/2009,31,"€55,41",P,Piglet
DK,Denmark,27/07/2009,02/08/2009,31,"€41,64",P,Piglet
DK,Denmark,27/07/2009,02/08/2009,31,"€133,91",100 KG,Average S + E
DK,Denmark,27/07/2009,02/08/2009,31,"€133,91",100 KG,E
EU+UK,EU + UK,27/07/2009,02/08/2009,31,"€157,02",100 KG,E
EU+UK,EU + UK,27/07/2009,02/08/2009,31,"€157,02",100 KG,Average S + E
EU+UK,EU + UK,27/07/2009,02/08/2009,31,"€42,89",P,Piglet
EE,Estonia,27/07/2009,02/08/2009,31,"€40,70",P,Piglet
EE,Estonia,27/07/2009,02/08/2009,31,"€156,54",100 KG,Average S + E
EE,Estonia,27/07/2009,02/08/2009,31,"€156,54",100 KG,E
EU,European Union,27/07/2009,02/08/2009,31,"€156,42",100 KG,Average S + E
EU,European Union,27/07/2009,02/08/2009,31,"€156,42",100 KG,E
EU,European Union,27/07/2009,02/08/2009,31,"€42,12",P,Piglet
FI,Finland,27/07/2009,02/08/2009,31,"€144,69",100 KG,Average S + E
FI,Finland,27/07/2009,02/08/2009,31,"€144,69",100 KG,E
FI,Finland,27/07/2009,02/08/2009,31,"€48,69",P,Piglet
FR,France,27/07/2009,02/08/2009,31,"€30,20",P,Piglet
FR,France,27/07/2009,02/08/2009,31,"€143,00",100 KG,E
FR,France,27/07/2009,02/08/2009,31,"€143,00",100 KG,Average S + E
DE,Germany,27/07/2009,02/08/2009,31,"€51,03",P,Piglet
DE,Germany,27/07/2009,02/08/2009,31,"€159,56",100 KG,Average S + E
DE,Germany,27/07/2009,02/08/2009,31,"€159,56",100 KG,E
EL,Greece,27/07/2009,02/08/2009,31,"€179,21",100 KG,E
EL,Greece,27/07/2009,02/08/2009,31,"€179,21",100 KG,Average S + E
HU,Hungary,27/07/2009,02/08/2009,31,"€166,30",100 KG,E
HU,Hungary,27/07/2009,02/08/2009,31,"€166,30",100 KG,Average S + E
HU,Hungary,27/07/2009,02/08/2009,31,"€47,14",P,Piglet
IE,Ireland,27/07/2009,02/08/2009,31,"€136,83",100 KG,Average S + E
IE,Ireland,27/07/2009,02/08/2009,31,"€136,83",100 KG,E
IT,Italy,27/07/2009,02/08/2009,31,"€156,02",100 KG,Average S + E
IT,Italy,27/07/2009,02/08/2009,31,"€156,02",100 KG,E
IT,Italy,27/07/2009,02/08/2009,31,"€54,54",P,Piglet
LV,Latvia,27/07/2009,02/08/2009,31,"€160,58",100 KG,Average S + E
LV,Latvia,27/07/2009,02/08/2009,31,"€160,58",100 KG,E
LT,Lithuania,27/07/2009,02/08/2009,31,"€158,71",100 KG,Average S + E
LT,Lithuania,27/07/2009,02/08/2009,31,"€158,71",100 KG,E
LU,Luxembourg,27/07/2009,02/08/2009,31,"€38,10",P,Piglet
LU,Luxembourg,27/07/2009,02/08/2009,31,"€158,00",100 KG,Average S + E
LU,Luxembourg,27/07/2009,02/08/2009,31,"€158,00",100 KG,E
MT,Malta,27/07/2009,02/08/2009,31,"€55,32",P,Piglet
MT,Malta,27/07/2009,02/08/2009,31,"€182,00",100 KG,E
MT,Malta,27/07/2009,02/08/2009,31,"€182,00",100 KG,Average S + E
NL,Netherlands,27/07/2009,02/08/2009,31,"€144,61",100 KG,Average S + E
NL,Netherlands,27/07/2009,02/08/2009,31,"€31,50",P,Piglet
NL,Netherlands,27/07/2009,02/08/2009,31,"€144,61",100 KG,E
PL,Poland,27/07/2009,02/08/2009,31,"€45,70",P,Piglet
PL,Poland,27/07/2009,02/08/2009,31,"€162,17",100 KG,E
PL,Poland,27/07/2009,02/08/2009,31,"€162,17",100 KG,Average S + E
PT,Portugal,27/07/2009,02/08/2009,31,"€32,00",P,Piglet
PT,Portugal,27/07/2009,02/08/2009,31,"€177,00",100 KG,E
PT,Portugal,27/07/2009,02/08/2009,31,"€177,00",100 KG,Average S + E
RO,Romania,27/07/2009,02/08/2009,31,"€167,85",100 KG,Average S + E
RO,Romania,27/07/2009,02/08/2009,31,"€167,85",100 KG,E
SK,Slovakia,27/07/2009,02/08/2009,31,"€60,74",P,Piglet
SK,Slovakia,27/07/2009,02/08/2009,31,"€168,17",100 KG,E
SK,Slovakia,27/07/2009,02/08/2009,31,"€168,17",100 KG,Average S + E
SI,Slovenia,27/07/2009,02/08/2009,31,"€150,73",100 KG,E
SI,Slovenia,27/07/2009,02/08/2009,31,"€150,73",100 KG,Average S + E
ES,Spain,27/07/2009,02/08/2009,31,"€171,16",100 KG,Average S + E
ES,Spain,27/07/2009,02/08/2009,31,"€171,16",100 KG,E
ES,Spain,27/07/2009,02/08/2009,31,"€35,35",P,Piglet
SE,Sweden,27/07/2009,02/08/2009,31,"€143,21",100 KG,E
SE,Sweden,27/07/2009,02/08/2009,31,"€58,09",P,Piglet
SE,Sweden,27/07/2009,02/08/2009,31,"€143,21",100 KG,Average S + E
UK,UK up to 01/02/2020,27/07/2009,02/08/2009,31,"€176,28",100 KG,Average S + E
UK,UK up to 01/02/2020,27/07/2009,02/08/2009,31,"€65,31",P,Piglet
UK,UK up to 01/02/2020,27/07/2009,02/08/2009,31,"€176,28",100 KG,E
AT,Austria,15/06/2009,21/06/2009,25,"€145,35",100 KG,Average S + E
AT,Austria,15/06/2009,21/06/2009,25,"€145,35",100 KG,E
BE,Belgium,15/06/2009,21/06/2009,25,"€141,60",100 KG,E
BE,Belgium,15/06/2009,21/06/2009,25,"€141,60",100 KG,Average S + E
BE,Belgium,15/06/2009,21/06/2009,25,"€45,00",P,Piglet
BG,Bulgaria,15/06/2009,21/06/2009,25,"€174,33",100 KG,E
BG,Bulgaria,15/06/2009,21/06/2009,25,"€174,33",100 KG,Average S + E
CY,Cyprus,15/06/2009,21/06/2009,25,"€157,00",100 KG,E
CY,Cyprus,15/06/2009,21/06/2009,25,"€157,00",100 KG,Average S + E
CZ,Czechia,15/06/2009,21/06/2009,25,"€56,88",P,Piglet
CZ,Czechia,15/06/2009,21/06/2009,25,"€161,66",100 KG,E
CZ,Czechia,15/06/2009,21/06/2009,25,"€161,66",100 KG,Average S + E
DK,Denmark,15/06/2009,21/06/2009,25,"€131,50",100 KG,Average S + E
DK,Denmark,15/06/2009,21/06/2009,25,"€41,37",P,Piglet
DK,Denmark,15/06/2009,21/06/2009,25,"€131,50",100 KG,E
EU+UK,EU + UK,15/06/2009,21/06/2009,25,"€150,54",100 KG,Average S + E
EU+UK,EU + UK,15/06/2009,21/06/2009,25,"€150,54",100 KG,E
EU+UK,EU + UK,15/06/2009,21/06/2009,25,"€43,62",P,Piglet
EE,Estonia,15/06/2009,21/06/2009,25,"€152,81",100 KG,Average S + E
EE,Estonia,15/06/2009,21/06/2009,25,"€152,81",100 KG,E
EE,Estonia,15/06/2009,21/06/2009,25,"€39,18",P,Piglet
EU,European Union,15/06/2009,21/06/2009,25,"€149,74",100 KG,E
EU,European Union,15/06/2009,21/06/2009,25,"€42,83",P,Piglet
EU,European Union,15/06/2009,21/06/2009,25,"€149,74",100 KG,Average S + E
FI,Finland,15/06/2009,21/06/2009,25,"€145,37",100 KG,E
FI,Finland,15/06/2009,21/06/2009,25,"€145,37",100 KG,Average S + E
FI,Finland,15/06/2009,21/06/2009,25,"€48,84",P,Piglet
FR,France,15/06/2009,21/06/2009,25,"€139,00",100 KG,E
FR,France,15/06/2009,21/06/2009,25,"€32,40",P,Piglet
FR,France,15/06/2009,21/06/2009,25,"€139,00",100 KG,Average S + E
DE,Germany,15/06/2009,21/06/2009,25,"€156,33",100 KG,Average S + E
DE,Germany,15/06/2009,21/06/2009,25,"€156,33",100 KG,E
DE,Germany,15/06/2009,21/06/2009,25,"€55,18",P,Piglet
EL,Greece,15/06/2009,21/06/2009,25,"€164,82",100 KG,Average S + E
EL,Greece,15/06/2009,21/06/2009,25,"€164,82",100 KG,E
HU,Hungary,15/06/2009,21/06/2009,25,"€53,74",P,Piglet
HU,Hungary,15/06/2009,21/06/2009,25,"€159,55",100 KG,E
HU,Hungary,15/06/2009,21/06/2009,25,"€159,55",100 KG,Average S + E
IE,Ireland,15/06/2009,21/06/2009,25,"€143,54",100 KG,E
IE,Ireland,15/06/2009,21/06/2009,25,"€143,54",100 KG,Average S + E
IT,Italy,15/06/2009,21/06/2009,25,"€60,20",P,Piglet
IT,Italy,15/06/2009,21/06/2009,25,"€148,41",100 KG,Average S + E
IT,Italy,15/06/2009,21/06/2009,25,"€148,41",100 KG,E
LV,Latvia,15/06/2009,21/06/2009,25,"€166,14",100 KG,E
LV,Latvia,15/06/2009,21/06/2009,25,"€166,14",100 KG,Average S + E
LT,Lithuania,15/06/2009,21/06/2009,25,"€171,72",100 KG,E
LT,Lithuania,15/06/2009,21/06/2009,25,"€171,72",100 KG,Average S + E
