memberStateCode,memberStateName,beginDate,endDate,weekNumber,price,unit,category,productCode
AT,Austria,05/12/2011,11/12/2011,49,€378.36,€/100Kg,Young bulls,A R2
AT,Austria,05/12/2011,11/12/2011,49,€342.45,€/100Kg,Heifers,E U2
AT,Austria,05/12/2011,11/12/2011,49,€258.91,€/100Kg,Cows,D O3
AT,Austria,05/12/2011,11/12/2011,49,€264.65,€/100Kg,Cows,D O4
AT,Austria,05/12/2011,11/12/2011,49,€275.19,€/100Kg,Heifers,E O4
AT,Austria,05/12/2011,11/12/2011,49,€274.68,€/100Kg,Cows,D R3
AT,Austria,05/12/2011,11/12/2011,49,€395.41,€/100Kg,Steers,C U3
AT,Austria,05/12/2011,11/12/2011,49,€346.50,€/100Kg,Young bulls,A O2
AT,Austria,05/12/2011,11/12/2011,49,€379.79,€/100Kg,Young bulls,A R3
AT,Austria,05/12/2011,11/12/2011,49,€414.86,€/100Kg,Steers,C U2
AT,Austria,05/12/2011,11/12/2011,49,€352.63,€/100Kg,Young bulls,A O3
AT,Austria,05/12/2011,11/12/2011,49,€388.16,€/100Kg,Young bulls,A U3
AT,Austria,05/12/2011,11/12/2011,49,€231.32,€/100Kg,Cows,D P2
AT,Austria,05/12/2011,11/12/2011,49,€331.40,€/100Kg,Heifers,E U3
AT,Austria,05/12/2011,11/12/2011,49,€279.08,€/100Kg,Cows,D R4
AT,Austria,05/12/2011,11/12/2011,49,€282.73,€/100Kg,Heifers,E O3
AT,Austria,05/12/2011,11/12/2011,49,€365.07,€/100Kg,Steers,C O3
AT,Austria,05/12/2011,11/12/2011,49,€254.41,€/100Kg,Cows,D O2
AT,Austria,05/12/2011,11/12/2011,49,€368.34,€/100Kg,Steers,C R4
AT,Austria,05/12/2011,11/12/2011,49,€274.55,€/100Kg,Heifers,E O2
AT,Austria,05/12/2011,11/12/2011,49,€387.62,€/100Kg,Steers,C R3
AT,Austria,05/12/2011,11/12/2011,49,€378.56,€/100Kg,Steers,C U4
AT,Austria,05/12/2011,11/12/2011,49,€326.24,€/100Kg,Heifers,E R3
AT,Austria,05/12/2011,11/12/2011,49,€386.87,€/100Kg,Young bulls,A U2
AT,Austria,05/12/2011,11/12/2011,49,€371.68,€/100Kg,Adult male indicative price,ACZ URO
AT,Austria,05/12/2011,11/12/2011,49,€236.15,€/100Kg,Cows,D P3
AT,Austria,05/12/2011,11/12/2011,49,€315.54,€/100Kg,Heifers,E R2
AT,Austria,05/12/2011,11/12/2011,49,€310.84,€/100Kg,Heifers,E R4
AT,Austria,05/12/2011,11/12/2011,49,€353.81,€/100Kg,Bulls,B R3
BE,Belgium,05/12/2011,11/12/2011,49,€265.14,€/100Kg,Cows,D O4
BE,Belgium,05/12/2011,11/12/2011,49,€307.00,€/100Kg,Heifers,E R2
BE,Belgium,05/12/2011,11/12/2011,49,€231.77,€/100Kg,Cows,D P3
BE,Belgium,05/12/2011,11/12/2011,49,€356.50,€/100Kg,Heifers,E U3
BE,Belgium,05/12/2011,11/12/2011,49,€279.65,€/100Kg,Young bulls,A O3
BE,Belgium,05/12/2011,11/12/2011,49,€324.23,€/100Kg,Adult male indicative price,ACZ URO
BE,Belgium,05/12/2011,11/12/2011,49,€293.42,€/100Kg,Young bulls,A O2
BE,Belgium,05/12/2011,11/12/2011,49,€274.43,€/100Kg,Cows,D O2
BE,Belgium,05/12/2011,11/12/2011,49,€351.67,€/100Kg,Young bulls,A U2
BE,Belgium,05/12/2011,11/12/2011,49,€317.59,€/100Kg,Young bulls,A R2
BE,Belgium,05/12/2011,11/12/2011,49,€330.36,€/100Kg,Young bulls,A U3
BE,Belgium,05/12/2011,11/12/2011,49,€295.63,€/100Kg,Young bulls,A R3
BE,Belgium,05/12/2011,11/12/2011,49,€267.58,€/100Kg,Cows,D O3
BE,Belgium,05/12/2011,11/12/2011,49,€238.75,€/100Kg,Cows,D P2
BE,Belgium,05/12/2011,11/12/2011,49,€289.12,€/100Kg,Cows,D R3
BE,Belgium,05/12/2011,11/12/2011,49,€295.00,€/100Kg,Heifers,E R3
BE,Belgium,05/12/2011,11/12/2011,49,€377.00,€/100Kg,Heifers,E U2
BG,Bulgaria,05/12/2011,11/12/2011,49,€220.49,€/100Kg,Young bulls,A R3
BG,Bulgaria,05/12/2011,11/12/2011,49,€210.89,€/100Kg,Cows,D O2
BG,Bulgaria,05/12/2011,11/12/2011,49,€205.45,€/100Kg,Young bulls,A O3
BG,Bulgaria,05/12/2011,11/12/2011,49,€269.90,€/100Kg,Young bulls,A R2
BG,Bulgaria,05/12/2011,11/12/2011,49,€251.38,€/100Kg,Adult male indicative price,ACZ URO
BG,Bulgaria,05/12/2011,11/12/2011,49,€206.98,€/100Kg,Cows,D P3
BG,Bulgaria,05/12/2011,11/12/2011,49,€212.27,€/100Kg,Cows,D O3
BG,Bulgaria,05/12/2011,11/12/2011,49,€208.71,€/100Kg,Cows,D P2
BG,Bulgaria,05/12/2011,11/12/2011,49,€210.26,€/100Kg,Cows,D O4
CY,Cyprus,05/12/2011,11/12/2011,49,€350.00,€/100Kg,Young bulls,A O3
CY,Cyprus,05/12/2011,11/12/2011,49,€350.00,€/100Kg,Young bulls,A O2
CY,Cyprus,05/12/2011,11/12/2011,49,€251.00,€/100Kg,Heifers,E O4
CY,Cyprus,05/12/2011,11/12/2011,49,€165.00,€/100Kg,Cows,D P2
CY,Cyprus,05/12/2011,11/12/2011,49,€165.00,€/100Kg,Cows,D P3
CY,Cyprus,05/12/2011,11/12/2011,49,€251.00,€/100Kg,Heifers,E O3
CZ,Czechia,05/12/2011,11/12/2011,49,€326.82,€/100Kg,Young bulls,A R2
CZ,Czechia,05/12/2011,11/12/2011,49,€228.87,€/100Kg,Cows,D O2
CZ,Czechia,05/12/2011,11/12/2011,49,€189.50,€/100Kg,Cows,D P3
CZ,Czechia,05/12/2011,11/12/2011,49,€267.37,€/100Kg,Heifers,E R2
CZ,Czechia,05/12/2011,11/12/2011,49,€309.39,€/100Kg,Young bulls,A O2
CZ,Czechia,05/12/2011,11/12/2011,49,€239.78,€/100Kg,Heifers,E O3
CZ,Czechia,05/12/2011,11/12/2011,49,€266.42,€/100Kg,Heifers,E R3
CZ,Czechia,05/12/2011,11/12/2011,49,€223.02,€/100Kg,Cows,D O3
CZ,Czechia,05/12/2011,11/12/2011,49,€338.01,€/100Kg,Young bulls,A U2
CZ,Czechia,05/12/2011,11/12/2011,49,€303.54,€/100Kg,Young bulls,A O3
CZ,Czechia,05/12/2011,11/12/2011,49,€188.04,€/100Kg,Cows,D P2
CZ,Czechia,05/12/2011,11/12/2011,49,€288.64,€/100Kg,Heifers,E U3
CZ,Czechia,05/12/2011,11/12/2011,49,€230.49,€/100Kg,Heifers,E O4
CZ,Czechia,05/12/2011,11/12/2011,49,€323.94,€/100Kg,Young bulls,A R3
CZ,Czechia,05/12/2011,11/12/2011,49,€258.40,€/100Kg,Cows,D R3
CZ,Czechia,05/12/2011,11/12/2011,49,€244.37,€/100Kg,Heifers,E O2
CZ,Czechia,05/12/2011,11/12/2011,49,€331.88,€/100Kg,Young bulls,A U3
CZ,Czechia,05/12/2011,11/12/2011,49,€312.55,€/100Kg,Bulls,B R3
CZ,Czechia,05/12/2011,11/12/2011,49,€210.57,€/100Kg,Cows,D O4
CZ,Czechia,05/12/2011,11/12/2011,49,€259.82,€/100Kg,Heifers,E R4
CZ,Czechia,05/12/2011,11/12/2011,49,€251.64,€/100Kg,Cows,D R4
